ticket_id,title,description,category,priority,resolution,created_date,status,resolution_time_hours
TKT-000257,Data breach investigation required,Antivirus software detected malware on workstation WS-001. File [filename] quarantined. User isolated.,Security,High,Confirmed phishing attempt. Blocked sender and updated email filters. User security training scheduled.,2025-08-27 10:36:48,Closed,7
TKT-000258,Storage array performance issues,Disk usage on APP-SRV-03 has reached 93% capacity. Critical system files may be affected. Immediate cleanup required.,Infrastructure,Low,Scheduled maintenance window. Successfully migrated VM with zero data loss.,2025-05-15 10:36:48,Resolved,45
TKT-000259,SharePoint database connection failed,Integration between Jenkins and File Service broken. Data exchange failing with error ERR_001.,Application,Critical,Investigated deployment pipeline. Fixed configuration issue and successfully deployed version [version].,2025-12-10 10:36:48,Closed,55
TKT-000260,Server APP-SRV-03 not responding,VM VM-WEB-01 requires migration due to host maintenance. Service window needed to prevent downtime.,Infrastructure,Critical,Restored network connectivity. Updated routing tables and verified server accessibility.,2026-03-09 10:36:48,Resolved,7
TKT-000261,Phishing email reported by user,Firewall rules for Web Service need review. Current configuration allows [port] access from any source.,Security,High,Disabled compromised account 13 and initiated password reset. Access logs reviewed.,2025-09-03 10:36:48,Closed,64
TKT-000262,Data breach investigation required,Remote users unable to establish VPN connections. Authentication server [server] experiencing issues.,Security,Critical,Applied critical security patch for CVE-[cve_id]. System vulnerability resolved and verified.,2025-05-28 10:36:48,Closed,48
TKT-000263,SSL certificate expiring for api.company.com,Critical security patches available for Active Directory. CVE-[cve_id] vulnerability needs immediate attention.,Security,High,Restarted VPN authentication services. All remote users now able to connect successfully.,2025-03-20 10:36:48,Closed,13
TKT-000264,High CPU usage on MAIL-SRV-02,Storage performance degraded. IOPS dropping below threshold. Multiple VMs affected on storage array NAS-02.,Infrastructure,Low,Restored power to affected racks. Verified all systems operational and documented incident.,2025-08-12 10:36:48,Resolved,7
TKT-000265,Disk space full on MAIL-SRV-02,The File Service service is experiencing downtime. Users unable to access critical applications. Error logs show connection timeouts.,Infrastructure,High,Identified resource-intensive processes. Optimized configurations and added resource monitoring.,2026-01-06 10:36:48,Closed,17
TKT-000266,Power outage affecting datacenter rack R1,Power outage in datacenter affecting rack R3. UPS systems engaged. Estimated 7 minutes downtime.,Infrastructure,High,Identified resource-intensive processes. Optimized configurations and added resource monitoring.,2025-07-11 10:36:48,Resolved,42
TKT-000267,SSL certificate expiring for app.company.com,Potential data breach detected. 7061 records may be compromised. Immediate investigation required.,Security,Critical,Renewed SSL certificate for mail.company.com. Certificate installed and verified across all services.,2026-01-12 10:36:48,Resolved,27
TKT-000268,Integration failure between HRMS and Database Service,Deployment of CRM version [version] failed during [stage] stage. Rollback initiated to maintain service.,Application,Critical,Applied application patch to fix [feature] functionality. Feature now working as expected.,2025-09-07 10:36:48,Closed,40
TKT-000269,Network equipment overheating in Data Center,DNS queries for company.com failing. Resolution timeout after 46 seconds.,Network,High,Replaced faulty port module on SW-CORE-01. All 40 devices reconnected successfully.,2026-01-14 10:36:48,Closed,19
TKT-000270,Index rebuild required for AnalyticsDB,Deadlock frequency increased on CustomerDB. 20 deadlocks in past [timeframe].,Database,Critical,Optimized replication settings and network connectivity. Lag reduced to acceptable levels.,2025-10-11 10:36:48,Closed,45
TKT-000271,Unauthorized access attempt on Active Directory,Firewall rules for Web Service need review. Current configuration allows [port] access from any source.,Security,Critical,Removed malware and ran full system scan. Workstation cleaned and monitoring enhanced.,2025-07-14 10:36:48,Resolved,37
TKT-000272,Network connectivity issues in Remote Site,Network equipment in Remote Site overheating. Temperature reading 30°C above normal.,Network,High,Replaced faulty port module on SW-MGMT-01. All 15 devices reconnected successfully.,2025-09-01 10:36:48,Closed,48
TKT-000273,Performance issues with Confluence,Application ERP experiencing slow response times. Page load taking 16 seconds. User productivity impacted.,Application,Critical,Updated CSS files and cleared browser cache. UI now rendering correctly across all browsers.,2025-05-06 10:36:48,Resolved,58
TKT-000274,Performance issues with Jira,API calls to File Service timing out after 59 seconds. Confluence dependent operations failing.,Application,Critical,Increased API timeout values and optimized service calls. API response times now within acceptable range.,2025-04-02 10:36:48,Closed,70
TKT-000275,Database migration failed for InventoryDB,Migration of ProductionDB from version [old_version] to [new_version] failed during [stage] phase.,Database,High,Identified problematic queries and optimized transaction isolation levels. Deadlock frequency reduced.,2025-05-19 10:36:48,Closed,24
TKT-000276,Network equipment overheating in Data Center,Routing inconsistencies on [router]. Traffic to [destination] taking suboptimal paths.,Network,Critical,Implemented traffic shaping and upgraded [interface] bandwidth. Utilization reduced to 92%.,2025-06-24 10:36:48,Resolved,2
TKT-000277,Phishing email reported by user,Antivirus definition update failed on 45 workstations. Systems vulnerable to latest threats.,Security,Low,Fixed antivirus update service and deployed latest definitions to all 42 workstations.,2025-09-16 10:36:48,Resolved,15
TKT-000278,Database backup failed for AnalyticsDB,Scheduled backup for InventoryDB failed at [time]. Error: [error_msg]. Data recovery risk identified.,Database,Medium,Identified problematic queries and optimized transaction isolation levels. Deadlock frequency reduced.,2026-01-23 10:36:48,Resolved,64
TKT-000279,Service account password reset,Employee john.doe terminated. Access revocation required across all systems immediately.,Access Management,Medium,Completed [group_name] membership review. Removed 46 inactive members.,2025-11-10 10:36:48,Closed,65
TKT-000280,Antivirus signature update failed,Firewall rules for Web Service need review. Current configuration allows [port] access from any source.,Security,High,Contained potential breach. Conducted forensic analysis and implemented additional monitoring.,2025-10-03 10:36:48,Closed,42
TKT-000281,Database space running low - InventoryDB,Replication lag detected in ProductionDB cluster. Secondary nodes 203 seconds behind primary.,Database,Low,Optimized connection pool settings and restarted database services. Connection stability restored.,2025-06-05 10:36:48,Resolved,31
TKT-000282,Data sync issues in HRMS,User mike.wilson unable to authenticate to Confluence. Password reset attempts failing. Access required urgently.,Application,Low,Investigated deployment pipeline. Fixed configuration issue and successfully deployed version [version].,2026-02-08 10:36:48,Closed,49
TKT-000283,Phishing email reported by user,Multiple failed login attempts detected for user mike.wilson from IP [ip_address]. Potential brute force attack.,Security,High,Restarted VPN authentication services. All remote users now able to connect successfully.,2025-06-25 10:36:48,Resolved,63
TKT-000284,CRM application error - [error_type],The [feature] feature in ERP not functioning correctly. Error message: [error_msg]. Business process blocked.,Application,Medium,Investigated deployment pipeline. Fixed configuration issue and successfully deployed version [version].,2026-01-08 10:36:48,Closed,60
TKT-000285,Database space running low - UserDB,Replication lag detected in ProductionDB cluster. Secondary nodes 54 seconds behind primary.,Database,Medium,Fixed backup script configuration and verified storage connectivity. Backup completed successfully.,2025-04-06 10:36:48,Closed,59
TKT-000286,Backup failed for APP-SRV-03,Power outage in datacenter affecting rack R2. UPS systems engaged. Estimated 3 minutes downtime.,Infrastructure,High,Fixed backup script permissions. Re-ran backup job successfully and verified data integrity.,2025-05-29 10:36:48,Resolved,13
TKT-000287,Suspicious login attempts detected,Remote users unable to establish VPN connections. Authentication server [server] experiencing issues.,Security,Medium,Restarted VPN authentication services. All remote users now able to connect successfully.,2025-05-29 10:36:48,Closed,52
TKT-000288,High CPU usage on APP-SRV-03,Disk usage on DB-SERVER-02 has reached 87% capacity. Critical system files may be affected. Immediate cleanup required.,Infrastructure,Low,Fixed backup script permissions. Re-ran backup job successfully and verified data integrity.,2025-08-18 10:36:48,Closed,51
TKT-000289,Access revocation for terminated employee,User jane.smith needs temporary elevated permissions for SAP. Duration: 2 days.,Access Management,Low,Completed [group_name] membership review. Removed 23 inactive members.,2026-03-18 10:36:48,Closed,36
TKT-000290,Database migration failed for UserDB,Deadlock frequency increased on ProductionDB. 13 deadlocks in past [timeframe].,Database,Critical,Resolved migration issues and successfully upgraded AnalyticsDB to version [new_version].,2026-02-27 10:36:48,Closed,62
TKT-000291,Multi-factor authentication setup,Annual role-based access review for [department]. 10 users need verification.,Access Management,Critical,Fixed SSO configuration for AWS Console. Identity provider integration restored successfully.,2025-05-05 10:36:48,Resolved,38
TKT-000292,Service account password reset,Quarterly review of [group_name] group membership required. 6 members to verify.,Access Management,Medium,Granted temporary elevated permissions to jane.smith. Automatic revocation scheduled for [date].,2026-01-26 10:36:48,Resolved,67
TKT-000293,Server down - APP-SRV-03,Server MAIL-SRV-02 showing 85% CPU utilization. Multiple processes consuming resources. Performance severely degraded.,Infrastructure,Critical,Restored power to affected racks. Verified all systems operational and documented incident.,2025-03-30 10:36:48,Resolved,68
TKT-000294,User unable to login to Jenkins,UI components in HRMS not rendering properly on [browser]. CSS/JavaScript conflicts suspected.,Application,Medium,Optimized database queries and application caching. Performance improved by 28%.,2026-01-11 10:36:48,Closed,18
TKT-000295,Suspicious login attempts detected,Remote users unable to establish VPN connections. Authentication server [server] experiencing issues.,Security,Low,Contained potential breach. Conducted forensic analysis and implemented additional monitoring.,2025-10-11 10:36:48,Closed,53
TKT-000296,Storage array performance issues,Server MAIL-SRV-02 ping timeouts detected. Network connectivity issues suspected. Multiple service dependencies affected.,Infrastructure,Low,Identified resource-intensive processes. Optimized configurations and added resource monitoring.,2025-08-13 10:36:48,Closed,34
TKT-000297,Server MAIL-SRV-02 not responding,Hardware diagnostic reports failure on PROD-WEB-01. Component replacement required. Service impact expected.,Infrastructure,Critical,Scheduled maintenance window. Successfully migrated VM with zero data loss.,2026-02-08 10:36:48,Closed,31
TKT-000298,Database backup failed for ProductionDB,Data integrity check found corruption in [table_name]. 1497 records potentially affected.,Database,Critical,Fixed backup script configuration and verified storage connectivity. Backup completed successfully.,2026-02-15 10:36:48,Resolved,61
TKT-000299,Replication lag in CustomerDB cluster,Deadlock frequency increased on CustomerDB. 21 deadlocks in past [timeframe].,Database,Low,Configured transaction log backup and implemented log management. Log space issues resolved.,2025-07-12 10:36:48,Resolved,41
TKT-000300,Query performance degradation on AnalyticsDB,Index fragmentation on [table_name] exceeds threshold. Query performance severely impacted.,Database,Medium,Resolved migration issues and successfully upgraded CustomerDB to version [new_version].,2025-08-24 10:36:48,Resolved,66
TKT-000301,Role-based access review required,Service account 21 password expired. [dependent_services] services affected.,Access Management,Critical,Revoked all access for terminated employee david.brown. Access removal verified across all systems.,2026-01-09 10:36:48,Resolved,39
TKT-000302,Phishing email reported by user,Potential data breach detected. 4864 records may be compromised. Immediate investigation required.,Security,Critical,Contained potential breach. Conducted forensic analysis and implemented additional monitoring.,2025-05-16 10:36:48,Resolved,66
TKT-000303,Network equipment overheating in Building A,Network latency on segment [segment] increased to 397ms. Application performance affected.,Network,High,Implemented traffic shaping and upgraded [interface] bandwidth. Utilization reduced to 78%.,2025-10-16 10:36:48,Closed,5
TKT-000304,Salesforce database connection failed,Application ERP experiencing slow response times. Page load taking 43 seconds. User productivity impacted.,Application,Low,Updated CSS files and cleared browser cache. UI now rendering correctly across all browsers.,2026-01-17 10:36:48,Resolved,2
TKT-000305,Access revocation for terminated employee,User john.doe requesting MFA setup for enhanced security. Device: [device_type].,Access Management,Medium,Granted sarah.johnson appropriate access to AWS Console based on role [role]. Manager approval verified.,2025-08-14 10:36:48,Closed,59
TKT-000306,DNS resolution failures for mail.company.com,Wireless users in [area] unable to maintain stable connections. Signal strength degraded.,Network,Critical,Implemented traffic shaping and upgraded [interface] bandwidth. Utilization reduced to 94%.,2026-02-09 10:36:48,Resolved,15
TKT-000307,Server DB-SERVER-02 not responding,Server MAIL-SRV-02 ping timeouts detected. Network connectivity issues suspected. Multiple service dependencies affected.,Infrastructure,Critical,Restarted application services. Investigated memory leak root cause and applied patches.,2025-10-06 10:36:48,Resolved,29
TKT-000308,Confluence application error - [error_type],UI components in Confluence not rendering properly on [browser]. CSS/JavaScript conflicts suspected.,Application,High,Optimized database queries and application caching. Performance improved by 55%.,2025-06-20 10:36:48,Resolved,15
TKT-000309,Database space running low - InventoryDB,Index fragmentation on [table_name] exceeds threshold. Query performance severely impacted.,Database,Low,Resolved migration issues and successfully upgraded ProductionDB to version [new_version].,2025-08-13 10:36:48,Resolved,23
TKT-000310,User access request for SAP,Employee mike.wilson terminated. Access revocation required across all systems immediately.,Access Management,Low,Completed [group_name] membership review. Removed 48 inactive members.,2025-09-13 10:36:48,Resolved,41
TKT-000311,Integration failure between HRMS and Mail Service,Users reporting [error_type] errors in SharePoint. Error occurs during [operation]. Multiple users affected.,Application,Critical,Reconfigured integration settings. Data exchange between CRM and Database Service restored.,2026-01-01 10:36:48,Resolved,63
TKT-000312,Service account password reset,User david.brown requesting MFA setup for enhanced security. Device: [device_type].,Access Management,Critical,Completed [group_name] membership review. Removed 20 inactive members.,2025-07-28 10:36:48,Closed,3
TKT-000313,API timeout in Salesforce,User sarah.johnson unable to authenticate to Jenkins. Password reset attempts failing. Access required urgently.,Application,High,Applied application patch to fix [feature] functionality. Feature now working as expected.,2025-09-24 10:36:48,Resolved,7
TKT-000314,SSL certificate expiring for mail.company.com,Multiple failed login attempts detected for user david.brown from IP [ip_address]. Potential brute force attack.,Security,High,Applied critical security patch for CVE-[cve_id]. System vulnerability resolved and verified.,2025-12-02 10:36:48,Resolved,57
TKT-000315,Group membership review for [group_name],User jane.smith account locked after 8 failed login attempts. Password reset requested.,Access Management,Low,Unlocked account for jane.smith after identity verification. Password reset completed successfully.,2025-12-02 10:36:48,Resolved,63
TKT-000316,Hardware failure detected on FILE-SRV-01,VM VM-WEB-01 requires migration due to host maintenance. Service window needed to prevent downtime.,Infrastructure,High,Scheduled maintenance window. Successfully migrated VM with zero data loss.,2025-12-21 10:36:48,Resolved,37
TKT-000317,Query performance degradation on InventoryDB,Index fragmentation on [table_name] exceeds threshold. Query performance severely impacted.,Database,Low,Restored affected records from backup and ran full data integrity check. Corruption resolved.,2025-08-03 10:36:48,Closed,35
TKT-000318,Database deadlock issues in AnalyticsDB,Replication lag detected in AnalyticsDB cluster. Secondary nodes 142 seconds behind primary.,Database,Critical,Configured transaction log backup and implemented log management. Log space issues resolved.,2026-01-05 10:36:48,Resolved,42
TKT-000319,Server down - PROD-WEB-01,VM VM-WEB-01 requires migration due to host maintenance. Service window needed to prevent downtime.,Infrastructure,Medium,Restored power to affected racks. Verified all systems operational and documented incident.,2026-01-13 10:36:48,Closed,12
TKT-000320,VPN connection issues for remote users,Potential data breach detected. 4455 records may be compromised. Immediate investigation required.,Security,Low,Fixed antivirus update service and deployed latest definitions to all 12 workstations.,2025-07-03 10:36:48,Resolved,31
TKT-000321,Database connection timeout - UserDB,Scheduled backup for CustomerDB failed at [time]. Error: [error_msg]. Data recovery risk identified.,Database,High,Rebuilt indexes on [table_name] and optimized query execution plans. Performance improved 82%.,2025-11-18 10:36:48,Closed,11
TKT-000322,Database connection timeout - UserDB,Applications experiencing connection timeouts to CustomerDB. Connection pool showing [pool_size] active connections.,Database,Critical,Resolved migration issues and successfully upgraded AnalyticsDB to version [new_version].,2026-01-25 10:36:48,Closed,53
TKT-000323,User unable to login to Confluence,Application HRMS experiencing slow response times. Page load taking 43 seconds. User productivity impacted.,Application,Low,Reset user credentials and cleared authentication cache. User successfully logged in.,2025-05-16 10:36:48,Resolved,42
TKT-000324,Data corruption detected in ProductionDB,Database ProductionDB space utilization at 71%. Only [space_left]GB remaining capacity.,Database,Low,Restored affected records from backup and ran full data integrity check. Corruption resolved.,2025-11-24 10:36:48,Resolved,8
TKT-000325,VLAN configuration error on SW-DMZ-01,Wireless users in [area] unable to maintain stable connections. Signal strength degraded.,Network,Critical,Updated routing tables on [router]. Traffic now following optimal paths to [destination].,2025-09-15 10:36:48,Resolved,11
TKT-000326,Privileged account audit request,User mike.wilson account locked after 5 failed login attempts. Password reset requested.,Access Management,Low,Granted temporary elevated permissions to david.brown. Automatic revocation scheduled for [date].,2025-11-28 10:36:48,Closed,51
TKT-000327,Hardware failure detected on APP-SRV-03,Storage performance degraded. IOPS dropping below threshold. Multiple VMs affected on storage array SAN-01.,Infrastructure,High,Restored network connectivity. Updated routing tables and verified server accessibility.,2025-06-12 10:36:48,Closed,17
TKT-000328,Disk space full on DB-SERVER-02,Storage performance degraded. IOPS dropping below threshold. Multiple VMs affected on storage array NAS-01.,Infrastructure,Critical,Restarted File Service service and verified functionality. Implemented monitoring alerts for early detection.,2025-03-29 10:36:48,Closed,61
TKT-000329,Database space running low - ProductionDB,Scheduled backup for CustomerDB failed at [time]. Error: [error_msg]. Data recovery risk identified.,Database,Critical,Optimized connection pool settings and restarted database services. Connection stability restored.,2025-11-30 10:36:48,Resolved,21
TKT-000330,Database migration failed for UserDB,Applications experiencing connection timeouts to ProductionDB. Connection pool showing [pool_size] active connections.,Database,High,Rebuilt indexes on [table_name] and optimized query execution plans. Performance improved 78%.,2025-05-07 10:36:48,Resolved,37
TKT-000331,DNS resolution failures for company.com,Network equipment in Building A overheating. Temperature reading 15°C above normal.,Network,Medium,Improved ventilation and cleaned equipment fans. Temperature normalized in Branch Office.,2025-07-16 10:36:48,Resolved,30
TKT-000332,Routing table corruption on [router],Routing inconsistencies on [router]. Traffic to [destination] taking suboptimal paths.,Network,Medium,Improved ventilation and cleaned equipment fans. Temperature normalized in Building B.,2025-04-02 10:36:48,Resolved,71
TKT-000333,Feature not working in Confluence,Users reporting [error_type] errors in CRM. Error occurs during [operation]. Multiple users affected.,Application,High,Investigated deployment pipeline. Fixed configuration issue and successfully deployed version [version].,2025-04-27 10:36:48,Resolved,55
TKT-000334,Replication lag in UserDB cluster,Transaction log for InventoryDB at 75% capacity. Write operations may fail soon.,Database,High,Rebuilt fragmented indexes during maintenance window. Query performance restored to baseline.,2025-03-26 10:36:48,Resolved,54
TKT-000335,High latency on network segment [segment],Port [port_number] on switch SW-DMZ-01 non-functional. 26 devices disconnected.,Network,High,Fixed DNS server configuration and cleared cache. Domain app.company.com resolution working normally.,2026-01-07 10:36:48,Closed,28
TKT-000336,DNS resolution failures for company.com,Network latency on segment [segment] increased to 945ms. Application performance affected.,Network,Low,Relocated wireless access point and adjusted antenna positioning. Signal strength improved in [area].,2025-05-02 10:36:48,Closed,18
TKT-000337,DHCP pool exhausted in [subnet],Network equipment in Branch Office overheating. Temperature reading 30°C above normal.,Network,Medium,Replaced faulty port module on SW-MGMT-01. All 25 devices reconnected successfully.,2025-08-09 10:36:48,Resolved,59
TKT-000338,User unable to login to Salesforce,Integration between Salesforce and Web Service broken. Data exchange failing with error ERR_001.,Application,Low,Reset user credentials and cleared authentication cache. User successfully logged in.,2025-06-13 10:36:48,Resolved,54
TKT-000339,ERP UI rendering problems,Users reporting [error_type] errors in ERP. Error occurs during [operation]. Multiple users affected.,Application,Low,Applied application patch to fix [feature] functionality. Feature now working as expected.,2025-07-02 10:36:48,Closed,13
TKT-000340,Data sync issues in CRM,API calls to API Service timing out after 105 seconds. Jenkins dependent operations failing.,Application,Medium,Restarted database connection pool. Fixed connection string configuration and verified connectivity.,2025-08-01 10:36:48,Closed,23
TKT-000341,Power outage affecting datacenter rack R3,The API Service service is experiencing downtime. Users unable to access critical applications. Error logs show connection timeouts.,Infrastructure,High,Restored power to affected racks. Verified all systems operational and documented incident.,2025-12-03 10:36:48,Resolved,18
TKT-000342,Bandwidth utilization high on [interface],Routing inconsistencies on [router]. Traffic to [destination] taking suboptimal paths.,Network,Critical,Implemented traffic shaping and upgraded [interface] bandwidth. Utilization reduced to 85%.,2025-04-13 10:36:48,Closed,34
TKT-000343,VLAN configuration error on SW-CORE-01,Wireless users in [area] unable to maintain stable connections. Signal strength degraded.,Network,Medium,Replaced faulty port module on SW-CORE-01. All 47 devices reconnected successfully.,2026-01-23 10:36:48,Closed,11
TKT-000344,Memory leak detected on MAIL-SRV-02,Server APP-SRV-03 ping timeouts detected. Network connectivity issues suspected. Multiple service dependencies affected.,Infrastructure,Critical,Restored network connectivity. Updated routing tables and verified server accessibility.,2025-05-18 10:36:48,Closed,50
TKT-000345,Performance issues with CRM,Application Confluence experiencing slow response times. Page load taking 35 seconds. User productivity impacted.,Application,Low,Reset user credentials and cleared authentication cache. User successfully logged in.,2025-11-02 10:36:48,Closed,22
TKT-000346,High CPU usage on MAIL-SRV-02,Disk usage on MAIL-SRV-02 has reached 90% capacity. Critical system files may be affected. Immediate cleanup required.,Infrastructure,Low,Identified resource-intensive processes. Optimized configurations and added resource monitoring.,2026-03-17 10:36:48,Resolved,54
TKT-000347,Hardware failure detected on PROD-WEB-01,Hardware diagnostic reports failure on FILE-SRV-01. Component replacement required. Service impact expected.,Infrastructure,High,Restored network connectivity. Updated routing tables and verified server accessibility.,2025-10-18 10:36:48,Closed,15
TKT-000348,Data sync issues in Salesforce,Users reporting [error_type] errors in SharePoint. Error occurs during [operation]. Multiple users affected.,Application,Medium,Restarted database connection pool. Fixed connection string configuration and verified connectivity.,2025-09-06 10:36:48,Resolved,1
TKT-000349,Disk space full on APP-SRV-03,Memory consumption increasing steadily on DB-SERVER-02. 18GB RAM utilized. Application restart may be needed.,Infrastructure,High,Replaced faulty hardware component. Ran full diagnostics and confirmed system stability.,2025-12-21 10:36:48,Closed,56
TKT-000350,Database backup failed for ProductionDB,Query execution time increased by 70% on UserDB. Table [table_name] queries most affected.,Database,Low,Added additional storage and configured automatic growth. Space monitoring alerts implemented.,2026-01-11 10:36:48,Resolved,39
TKT-000351,Wireless connectivity issues in [area],Network latency on segment [segment] increased to 890ms. Application performance affected.,Network,Medium,Updated routing tables on [router]. Traffic now following optimal paths to [destination].,2025-07-02 10:36:48,Closed,52
TKT-000352,VM migration required for DB-SERVER-02,The Mail Service service is experiencing downtime. Users unable to access critical applications. Error logs show connection timeouts.,Infrastructure,Medium,Scheduled maintenance window. Successfully migrated VM with zero data loss.,2025-09-12 10:36:48,Closed,24
TKT-000353,Antivirus signature update failed,Antivirus definition update failed on 38 workstations. Systems vulnerable to latest threats.,Security,Medium,Restarted VPN authentication services. All remote users now able to connect successfully.,2025-10-03 10:36:48,Resolved,51
TKT-000354,Single sign-on configuration issue,User jane.smith account locked after 8 failed login attempts. Password reset requested.,Access Management,Medium,Reset service account 11 password. Updated [dependent_services] service configurations.,2026-02-02 10:36:48,Closed,51
TKT-000355,Service account password reset,Annual role-based access review for [department]. 30 users need verification.,Access Management,Low,Granted temporary elevated permissions to sarah.johnson. Automatic revocation scheduled for [date].,2025-12-09 10:36:48,Resolved,9
TKT-000356,High latency on network segment [segment],DNS queries for app.company.com failing. Resolution timeout after 120 seconds.,Network,High,Expanded DHCP pool range for subnet [subnet]. Additional 43 IP addresses available.,2025-06-22 10:36:48,Closed,36
TKT-000357,Feature not working in ERP,User john.doe unable to authenticate to SharePoint. Password reset attempts failing. Access required urgently.,Application,High,Applied application patch to fix [feature] functionality. Feature now working as expected.,2025-10-27 10:36:48,Closed,14
TKT-000358,Network equipment overheating in Remote Site,Network equipment in Building B overheating. Temperature reading 28°C above normal.,Network,Medium,Replaced faulty port module on SW-DMZ-01. All 43 devices reconnected successfully.,2025-08-21 10:36:48,Closed,48
TKT-000359,Malware detected on workstation WS-002,Multiple failed login attempts detected for user john.doe from IP [ip_address]. Potential brute force attack.,Security,Medium,Renewed SSL certificate for app.company.com. Certificate installed and verified across all services.,2025-06-20 10:36:48,Closed,40
TKT-000360,Account lockout for user david.brown,Service account 44 password expired. [dependent_services] services affected.,Access Management,Medium,Fixed SSO configuration for Oracle EBS. Identity provider integration restored successfully.,2025-08-16 10:36:48,Resolved,45
TKT-000361,VM migration required for APP-SRV-03,Automated backup job failed for PROD-WEB-01. Error code: ERR_003. Data integrity risk identified.,Infrastructure,Critical,Replaced faulty hardware component. Ran full diagnostics and confirmed system stability.,2025-06-30 10:36:48,Closed,28
TKT-000362,Database connection timeout - ProductionDB,Scheduled backup for CustomerDB failed at [time]. Error: [error_msg]. Data recovery risk identified.,Database,High,Added additional storage and configured automatic growth. Space monitoring alerts implemented.,2025-10-19 10:36:48,Resolved,21
TKT-000363,Server down - DB-SERVER-02,VM VM-APP-01 requires migration due to host maintenance. Service window needed to prevent downtime.,Infrastructure,Critical,Restarted Mail Service service and verified functionality. Implemented monitoring alerts for early detection.,2025-10-02 10:36:48,Closed,23
TKT-000364,Database migration failed for AnalyticsDB,Deadlock frequency increased on AnalyticsDB. 6 deadlocks in past [timeframe].,Database,Low,Configured transaction log backup and implemented log management. Log space issues resolved.,2025-07-27 10:36:48,Closed,63
TKT-000365,VM migration required for APP-SRV-03,Hardware diagnostic reports failure on APP-SRV-03. Component replacement required. Service impact expected.,Infrastructure,High,Restarted application services. Investigated memory leak root cause and applied patches.,2025-05-10 10:36:48,Resolved,1
TKT-000366,Switch port failure on SW-DMZ-01,Routing inconsistencies on [router]. Traffic to [destination] taking suboptimal paths.,Network,Critical,Replaced faulty port module on SW-ACCESS-02. All 26 devices reconnected successfully.,2025-03-26 10:36:48,Resolved,7
TKT-000367,Transaction log full in UserDB,Deadlock frequency increased on AnalyticsDB. 32 deadlocks in past [timeframe].,Database,Critical,Rebuilt fragmented indexes during maintenance window. Query performance restored to baseline.,2025-04-25 10:36:48,Resolved,52
TKT-000368,Malware detected on workstation WS-005,Firewall rules for API Service need review. Current configuration allows [port] access from any source.,Security,Critical,Confirmed phishing attempt. Blocked sender and updated email filters. User security training scheduled.,2026-03-09 10:36:48,Closed,60
TKT-000369,Multi-factor authentication setup,Annual role-based access review for [department]. 28 users need verification.,Access Management,Medium,Configured MFA for john.doe using [device_type]. Authentication testing successful.,2025-05-23 10:36:48,Resolved,40
TKT-000370,Server FILE-SRV-01 not responding,VM VM-DB-01 requires migration due to host maintenance. Service window needed to prevent downtime.,Infrastructure,Medium,Replaced faulty hardware component. Ran full diagnostics and confirmed system stability.,2025-10-28 10:36:48,Resolved,59
TKT-000371,Suspicious login attempts detected,Remote users unable to establish VPN connections. Authentication server [server] experiencing issues.,Security,High,Confirmed phishing attempt. Blocked sender and updated email filters. User security training scheduled.,2026-02-19 10:36:48,Resolved,69
TKT-000372,Service account password reset,Service account 25 password expired. [dependent_services] services affected.,Access Management,High,Reset service account 15 password. Updated [dependent_services] service configurations.,2025-08-30 10:36:48,Closed,6
TKT-000373,High latency on network segment [segment],Network latency on segment [segment] increased to 701ms. Application performance affected.,Network,Medium,Implemented traffic shaping and upgraded [interface] bandwidth. Utilization reduced to 91%.,2025-08-22 10:36:48,Resolved,9
TKT-000374,Data corruption detected in UserDB,Transaction log for AnalyticsDB at 72% capacity. Write operations may fail soon.,Database,Critical,Added additional storage and configured automatic growth. Space monitoring alerts implemented.,2026-02-17 10:36:48,Resolved,58
TKT-000375,Permission escalation required for jane.smith,New employee sarah.johnson requires access to Active Directory. Role: [role]. Manager approval: [manager].,Access Management,Low,Completed [group_name] membership review. Removed 26 inactive members.,2025-09-09 10:36:48,Closed,49
TKT-000376,Data corruption detected in InventoryDB,Index fragmentation on [table_name] exceeds threshold. Query performance severely impacted.,Database,Medium,Identified problematic queries and optimized transaction isolation levels. Deadlock frequency reduced.,2026-02-21 10:36:48,Closed,55
TKT-000377,Server down - APP-SRV-03,Server FILE-SRV-01 showing 95% CPU utilization. Multiple processes consuming resources. Performance severely degraded.,Infrastructure,Critical,Identified resource-intensive processes. Optimized configurations and added resource monitoring.,2025-03-30 10:36:48,Closed,65
TKT-000378,Single sign-on configuration issue,User david.brown requesting MFA setup for enhanced security. Device: [device_type].,Access Management,Critical,Completed [group_name] membership review. Removed 6 inactive members.,2025-06-03 10:36:48,Resolved,31
TKT-000379,Unauthorized access attempt on Office 365,Critical security patches available for SAP. CVE-[cve_id] vulnerability needs immediate attention.,Security,High,Fixed antivirus update service and deployed latest definitions to all 50 workstations.,2025-11-28 10:36:48,Resolved,51
TKT-000380,Feature not working in Jenkins,The [feature] feature in ERP not functioning correctly. Error message: [error_msg]. Business process blocked.,Application,Critical,Reconfigured integration settings. Data exchange between Salesforce and Database Service restored.,2025-09-21 10:36:48,Resolved,19
TKT-000381,Wireless connectivity issues in [area],Interface [interface] showing 80% bandwidth utilization. Network congestion detected.,Network,Medium,Corrected VLAN [vlan_id] configuration on SW-MGMT-01. Inter-VLAN routing restored.,2025-12-01 10:36:48,Closed,28
